id,client_id,date_achat,jour,cache_prix_total,reference
458,342,2024-12-27,Vendredi,692.48,CMD-2024-000458
459,567,2024-03-05,Mardi,592.88,CMD-2024-000459
460,532,2024-08-03,Samedi,332.26,CMD-2024-000460
461,204,2024-06-09,Dimanche,755.94,CMD-2024-000461
462,406,2026-05-30,Samedi,648.85,CMD-2026-000462
463,298,2026-03-31,Mardi,153.64,CMD-2026-000463
464,383,2024-12-05,Jeudi,377.91,CMD-2024-000464
465,567,2026-01-20,Mardi,231.34,CMD-2026-000465
466,14,2024-02-06,Mardi,762.47,CMD-2024-000466
467,774,2025-06-23,Lundi,101.23,CMD-2025-000467
468,408,2026-03-21,Samedi,441.55,CMD-2026-000468
469,161,2024-10-16,Mercredi,278.3,CMD-2024-000469
470,236,2025-10-08,Mercredi,697.44,CMD-2025-000470
471,254,2024-02-04,Dimanche,252.48,CMD-2024-000471
472,127,2026-04-12,Dimanche,707.8,CMD-2026-000472
473,672,2025-02-14,Vendredi,126.75,CMD-2025-000473
474,759,2026-06-16,Mardi,250.29,CMD-2026-000474
475,87,2024-03-19,Mardi,75.75,CMD-2024-000475
476,740,2025-12-21,Dimanche,688.51,CMD-2025-000476
477,426,2024-01-21,Dimanche,23.11,CMD-2024-000477
478,851,2025-07-08,Mardi,548.33,CMD-2025-000478
479,156,2024-04-07,Dimanche,664.92,CMD-2024-000479
480,812,2025-02-04,Mardi,182.9,CMD-2025-000480
481,621,2026-05-29,Vendredi,287.84,CMD-2026-000481
482,332,2025-03-11,Mardi,465.99,CMD-2025-000482
483,24,2024-11-05,Mardi,253.89,CMD-2024-000483
484,208,2024-04-12,Vendredi,245.19,CMD-2024-000484
485,672,2025-08-13,Mercredi,429.54,CMD-2025-000485
486,299,2025-03-15,Samedi,92.82,CMD-2025-000486
487,991,2025-02-20,Jeudi,509.28,CMD-2025-000487
488,495,2024-10-18,Vendredi,817.81,CMD-2024-000488
489,547,2025-06-02,Lundi,227.7,CMD-2025-000489
490,18,2025-05-23,Vendredi,657.52,CMD-2025-000490
491,975,2025-01-16,Jeudi,688.79,CMD-2025-000491
492,732,2024-04-20,Samedi,412.51,CMD-2024-000492
493,592,2024-01-26,Vendredi,363.63,CMD-2024-000493
494,238,2025-04-02,Mercredi,339.13,CMD-2025-000494
495,577,2024-04-21,Dimanche,582.1,CMD-2024-000495
496,341,2024-05-27,Lundi,730.61,CMD-2024-000496
497,1000,2024-03-26,Mardi,94.89,CMD-2024-000497
498,174,2024-07-31,Mercredi,779.69,CMD-2024-000498
499,502,2025-08-30,Samedi,232.46,CMD-2025-000499
500,145,2025-02-16,Dimanche,558.66,CMD-2025-000500
501,485,2025-06-19,Jeudi,653.49,CMD-2025-000501
502,581,2026-02-17,Mardi,216.85,CMD-2026-000502
503,786,2025-05-20,Mardi,234.29,CMD-2025-000503
504,319,2026-01-28,Mercredi,310.69,CMD-2026-000504
505,155,2024-02-07,Mercredi,296.07,CMD-2024-000505
506,579,2025-09-05,Vendredi,371.81,CMD-2025-000506
507,6,2024-10-01,Mardi,624.44,CMD-2024-000507
508,774,2025-07-29,Mardi,717.27,CMD-2025-000508
509,559,2025-05-26,Lundi,288.57,CMD-2025-000509
510,668,2024-08-29,Jeudi,296.43,CMD-2024-000510
511,726,2025-05-09,Vendredi,467.83,CMD-2025-000511
512,880,2026-01-27,Mardi,893.54,CMD-2026-000512
513,84,2024-04-17,Mercredi,388.86,CMD-2024-000513
514,80,2025-01-19,Dimanche,123.27,CMD-2025-000514
515,14,2024-06-14,Vendredi,472.74,CMD-2024-000515
516,125,2024-06-19,Mercredi,185.65,CMD-2024-000516
517,891,2024-04-26,Vendredi,44.76,CMD-2024-000517
518,435,2025-05-22,Jeudi,161.93,CMD-2025-000518
519,823,2025-06-21,Samedi,443.59,CMD-2025-000519
520,767,2026-06-14,Dimanche,496.9,CMD-2026-000520
521,409,2024-01-10,Mercredi,274.1,CMD-2024-000521
522,446,2024-10-28,Lundi,650.74,CMD-2024-000522
523,902,2025-11-23,Dimanche,251.28,CMD-2025-000523
524,331,2025-09-21,Dimanche,801.69,CMD-2025-000524
525,578,2025-10-27,Lundi,157.68,CMD-2025-000525
526,298,2025-06-19,Jeudi,619.66,CMD-2025-000526
527,823,2025-09-20,Samedi,857.27,CMD-2025-000527
528,381,2025-06-15,Dimanche,548.01,CMD-2025-000528
529,484,2025-04-18,Vendredi,197.44,CMD-2025-000529
530,339,2026-02-03,Mardi,650.91,CMD-2026-000530
531,873,2024-05-18,Samedi,156.16,CMD-2024-000531
532,733,2026-04-29,Mercredi,431.73,CMD-2026-000532
533,326,2025-03-02,Dimanche,169.5,CMD-2025-000533
534,482,2024-03-09,Samedi,894.04,CMD-2024-000534
535,6,2024-11-15,Vendredi,634.29,CMD-2024-000535
536,205,2025-12-11,Jeudi,93.51,CMD-2025-000536
537,470,2024-12-04,Mercredi,94.29,CMD-2024-000537
538,640,2025-04-24,Jeudi,539.05,CMD-2025-000538
539,69,2024-12-24,Mardi,576.34,CMD-2024-000539
540,905,2024-08-19,Lundi,317.0,CMD-2024-000540
541,15,2024-07-16,Mardi,254.37,CMD-2024-000541
542,841,2026-06-07,Dimanche,389.28,CMD-2026-000542
543,747,2024-11-09,Samedi,336.86,CMD-2024-000543
544,786,2025-02-16,Dimanche,841.52,CMD-2025-000544
545,575,2025-07-08,Mardi,581.01,CMD-2025-000545
546,208,2024-03-20,Mercredi,537.44,CMD-2024-000546
547,106,2026-01-18,Dimanche,202.62,CMD-2026-000547
548,183,2024-09-26,Jeudi,511.65,CMD-2024-000548
549,130,2026-03-27,Vendredi,474.85,CMD-2026-000549
550,661,2026-02-23,Lundi,350.81,CMD-2026-000550
551,590,2026-03-01,Dimanche,769.52,CMD-2026-000551
552,620,2024-10-10,Jeudi,870.32,CMD-2024-000552
553,755,2026-06-11,Jeudi,558.13,CMD-2026-000553
554,932,2025-04-29,Mardi,196.27,CMD-2025-000554
555,3,2026-03-13,Vendredi,216.32,CMD-2026-000555
556,222,2024-04-03,Mercredi,837.29,CMD-2024-000556
557,630,2024-05-30,Jeudi,137.56,CMD-2024-000557
558,487,2026-06-14,Dimanche,10.21,CMD-2026-000558
559,80,2024-02-23,Vendredi,131.9,CMD-2024-000559
560,827,2025-03-26,Mercredi,388.6,CMD-2025-000560
561,484,2024-11-30,Samedi,279.27,CMD-2024-000561
562,779,2024-04-30,Mardi,224.28,CMD-2024-000562
563,403,2025-01-21,Mardi,698.78,CMD-2025-000563
564,724,2025-04-30,Mercredi,325.93,CMD-2025-000564
565,859,2025-06-18,Mercredi,292.1,CMD-2025-000565
566,81,2026-06-23,Mardi,548.78,CMD-2026-000566
567,220,2024-06-19,Mercredi,851.48,CMD-2024-000567
568,854,2024-10-11,Vendredi,643.09,CMD-2024-000568
569,861,2025-03-23,Dimanche,508.82,CMD-2025-000569
570,502,2025-12-12,Vendredi,712.17,CMD-2025-000570
571,702,2024-05-03,Vendredi,506.53,CMD-2024-000571
572,446,2025-10-29,Mercredi,319.87,CMD-2025-000572
573,26,2026-06-05,Vendredi,335.45,CMD-2026-000573
574,478,2026-02-28,Samedi,606.32,CMD-2026-000574
575,746,2025-03-10,Lundi,200.25,CMD-2025-000575
576,574,2026-06-16,Mardi,898.12,CMD-2026-000576
577,962,2024-07-14,Dimanche,350.38,CMD-2024-000577
578,184,2026-02-04,Mercredi,895.93,CMD-2026-000578
579,201,2025-03-28,Vendredi,331.27,CMD-2025-000579
580,200,2024-01-06,Samedi,531.7,CMD-2024-000580
581,337,2024-04-06,Samedi,820.82,CMD-2024-000581
582,938,2024-09-16,Lundi,457.48,CMD-2024-000582
583,14,2025-09-13,Samedi,252.98,CMD-2025-000583
584,663,2024-10-08,Mardi,581.08,CMD-2024-000584
585,408,2024-02-14,Mercredi,896.2,CMD-2024-000585
586,722,2024-09-16,Lundi,254.0,CMD-2024-000586
587,59,2025-08-08,Vendredi,742.75,CMD-2025-000587
588,884,2026-01-05,Lundi,835.53,CMD-2026-000588
589,623,2025-10-09,Jeudi,414.48,CMD-2025-000589
590,178,2025-04-29,Mardi,677.43,CMD-2025-000590
591,664,2026-02-07,Samedi,495.56,CMD-2026-000591
592,107,2024-02-09,Vendredi,338.88,CMD-2024-000592
593,628,2025-12-31,Mercredi,146.33,CMD-2025-000593
594,754,2024-06-30,Dimanche,785.1,CMD-2024-000594
595,135,2024-03-25,Lundi,383.41,CMD-2024-000595
596,867,2024-05-02,Jeudi,59.87,CMD-2024-000596
597,653,2025-12-28,Dimanche,65.46,CMD-2025-000597
598,100,2026-05-28,Jeudi,494.22,CMD-2026-000598
599,874,2024-07-17,Mercredi,593.03,CMD-2024-000599
600,756,2024-01-18,Jeudi,306.06,CMD-2024-000600
601,689,2026-05-18,Lundi,810.69,CMD-2026-000601
602,920,2025-12-27,Samedi,160.59,CMD-2025-000602
603,601,2026-01-09,Vendredi,850.42,CMD-2026-000603
604,529,2024-01-15,Lundi,847.08,CMD-2024-000604
605,413,2025-03-02,Dimanche,755.56,CMD-2025-000605
606,686,2024-03-03,Dimanche,67.8,CMD-2024-000606
607,845,2026-02-18,Mercredi,456.35,CMD-2026-000607
608,747,2024-09-30,Lundi,84.72,CMD-2024-000608
609,455,2024-02-15,Jeudi,255.21,CMD-2024-000609
610,204,2025-12-06,Samedi,459.85,CMD-2025-000610
611,178,2025-10-12,Dimanche,674.67,CMD-2025-000611
612,858,2024-01-04,Jeudi,286.93,CMD-2024-000612
613,575,2024-12-25,Mercredi,114.76,CMD-2024-000613
614,478,2025-08-04,Lundi,754.12,CMD-2025-000614
615,89,2025-08-02,Samedi,837.93,CMD-2025-000615
616,91,2024-04-29,Lundi,827.02,CMD-2024-000616
617,187,2026-01-17,Samedi,86.9,CMD-2026-000617
618,326,2025-08-28,Jeudi,567.69,CMD-2025-000618
619,21,2026-02-24,Mardi,160.7,CMD-2026-000619
620,11,2024-08-10,Samedi,577.76,CMD-2024-000620
621,472,2024-03-24,Dimanche,790.7,CMD-2024-000621
622,966,2024-09-09,Lundi,283.92,CMD-2024-000622
623,698,2025-10-19,Dimanche,848.96,CMD-2025-000623
624,886,2024-07-14,Dimanche,675.18,CMD-2024-000624
625,756,2024-05-15,Mercredi,286.32,CMD-2024-000625
626,389,2025-12-23,Mardi,265.49,CMD-2025-000626
627,286,2024-05-23,Jeudi,512.88,CMD-2024-000627
628,424,2024-08-19,Lundi,753.38,CMD-2024-000628
629,280,2026-06-23,Mardi,187.3,CMD-2026-000629
630,303,2024-09-22,Dimanche,630.82,CMD-2024-000630
631,271,2024-04-04,Jeudi,445.99,CMD-2024-000631
632,593,2025-01-07,Mardi,320.47,CMD-2025-000632
633,658,2025-06-19,Jeudi,410.2,CMD-2025-000633
634,647,2025-12-04,Jeudi,750.23,CMD-2025-000634
635,38,2026-05-04,Lundi,530.84,CMD-2026-000635
636,160,2025-07-04,Vendredi,516.14,CMD-2025-000636
637,720,2025-03-20,Jeudi,318.75,CMD-2025-000637
638,831,2025-11-29,Samedi,718.67,CMD-2025-000638
639,213,2024-12-16,Lundi,632.68,CMD-2024-000639
640,516,2025-07-18,Vendredi,748.56,CMD-2025-000640
641,814,2024-10-02,Mercredi,90.76,CMD-2024-000641
642,792,2024-08-03,Samedi,239.8,CMD-2024-000642
643,479,2024-09-24,Mardi,37.98,CMD-2024-000643
644,119,2025-06-13,Vendredi,595.91,CMD-2025-000644
645,191,2025-05-01,Jeudi,134.43,CMD-2025-000645
646,601,2024-11-26,Mardi,341.32,CMD-2024-000646
647,387,2025-11-05,Mercredi,533.66,CMD-2025-000647
648,35,2024-11-26,Mardi,634.14,CMD-2024-000648
649,645,2025-01-02,Jeudi,783.69,CMD-2025-000649
650,9,2024-06-11,Mardi,385.04,CMD-2024-000650
651,343,2024-12-10,Mardi,586.6,CMD-2024-000651
652,103,2024-07-10,Mercredi,822.69,CMD-2024-000652
653,314,2024-06-15,Samedi,425.48,CMD-2024-000653
654,191,2026-02-09,Lundi,29.35,CMD-2026-000654
655,829,2025-09-23,Mardi,416.23,CMD-2025-000655
656,590,2025-12-12,Vendredi,397.11,CMD-2025-000656
657,409,2025-04-29,Mardi,752.34,CMD-2025-000657
658,259,2026-01-10,Samedi,342.15,CMD-2026-000658
659,346,2025-05-09,Vendredi,613.9,CMD-2025-000659
660,308,2024-02-11,Dimanche,873.97,CMD-2024-000660
661,899,2024-08-27,Mardi,689.21,CMD-2024-000661
662,923,2025-06-03,Mardi,105.98,CMD-2025-000662
663,437,2026-03-03,Mardi,249.72,CMD-2026-000663
664,592,2025-02-14,Vendredi,537.83,CMD-2025-000664
665,168,2025-06-08,Dimanche,158.07,CMD-2025-000665
666,308,2026-06-26,Vendredi,541.19,CMD-2026-000666
667,715,2025-06-20,Vendredi,186.62,CMD-2025-000667
668,996,2025-08-04,Lundi,679.14,CMD-2025-000668
669,134,2025-11-10,Lundi,306.49,CMD-2025-000669
670,983,2024-02-25,Dimanche,873.58,CMD-2024-000670
671,317,2026-03-22,Dimanche,691.57,CMD-2026-000671
672,821,2024-12-20,Vendredi,418.25,CMD-2024-000672
673,170,2025-04-16,Mercredi,10.74,CMD-2025-000673
674,152,2024-07-24,Mercredi,795.82,CMD-2024-000674
675,309,2024-11-10,Dimanche,81.52,CMD-2024-000675
676,242,2026-05-28,Jeudi,190.95,CMD-2026-000676
677,93,2026-01-11,Dimanche,227.8,CMD-2026-000677
678,702,2025-07-22,Mardi,762.63,CMD-2025-000678
679,384,2024-01-06,Samedi,434.83,CMD-2024-000679
680,353,2024-04-12,Vendredi,429.0,CMD-2024-000680
681,704,2025-02-07,Vendredi,631.9,CMD-2025-000681
682,935,2025-04-28,Lundi,604.9,CMD-2025-000682
683,852,2025-04-19,Samedi,638.53,CMD-2025-000683
684,782,2024-04-08,Lundi,354.93,CMD-2024-000684
685,326,2026-02-20,Vendredi,842.37,CMD-2026-000685
686,410,2026-03-02,Lundi,301.12,CMD-2026-000686
687,290,2026-04-19,Dimanche,610.52,CMD-2026-000687
688,894,2025-03-10,Lundi,541.27,CMD-2025-000688
689,547,2024-03-14,Jeudi,318.7,CMD-2024-000689
690,686,2026-01-28,Mercredi,873.49,CMD-2026-000690
691,28,2024-08-15,Jeudi,798.16,CMD-2024-000691
692,183,2026-02-25,Mercredi,219.28,CMD-2026-000692
693,371,2024-12-14,Samedi,456.29,CMD-2024-000693
694,2,2025-09-17,Mercredi,543.25,CMD-2025-000694
695,408,2024-03-20,Mercredi,584.55,CMD-2024-000695
696,142,2025-05-26,Lundi,177.28,CMD-2025-000696
697,217,2024-11-05,Mardi,397.5,CMD-2024-000697
698,348,2025-01-28,Mardi,592.09,CMD-2025-000698
699,436,2024-06-03,Lundi,263.61,CMD-2024-000699
700,397,2025-11-22,Samedi,740.92,CMD-2025-000700
701,36,2024-09-24,Mardi,863.07,CMD-2024-000701
702,432,2024-07-02,Mardi,155.54,CMD-2024-000702
703,699,2025-06-13,Vendredi,752.46,CMD-2025-000703
704,477,2026-04-05,Dimanche,83.54,CMD-2026-000704
705,703,2026-01-20,Mardi,100.24,CMD-2026-000705
706,884,2025-02-18,Mardi,725.15,CMD-2025-000706
707,13,2024-06-13,Jeudi,293.92,CMD-2024-000707
708,589,2025-06-03,Mardi,351.74,CMD-2025-000708
709,466,2024-01-12,Vendredi,442.65,CMD-2024-000709
710,983,2025-11-17,Lundi,367.51,CMD-2025-000710
711,790,2024-02-25,Dimanche,279.62,CMD-2024-000711
712,265,2026-01-29,Jeudi,574.35,CMD-2026-000712
713,619,2026-04-06,Lundi,724.14,CMD-2026-000713
714,462,2025-05-29,Jeudi,341.8,CMD-2025-000714
715,485,2025-12-30,Mardi,308.2,CMD-2025-000715
716,548,2025-01-08,Mercredi,109.38,CMD-2025-000716
717,184,2025-03-10,Lundi,483.21,CMD-2025-000717
718,393,2026-06-10,Mercredi,610.49,CMD-2026-000718
719,154,2024-01-08,Lundi,310.02,CMD-2024-000719
720,957,2025-12-25,Jeudi,535.23,CMD-2025-000720
721,203,2025-06-11,Mercredi,733.41,CMD-2025-000721
722,746,2026-06-12,Vendredi,414.93,CMD-2026-000722
723,50,2025-04-20,Dimanche,260.72,CMD-2025-000723
724,125,2026-06-07,Dimanche,445.75,CMD-2026-000724
725,376,2024-02-21,Mercredi,801.35,CMD-2024-000725
726,703,2025-01-13,Lundi,234.56,CMD-2025-000726
727,346,2025-11-22,Samedi,273.56,CMD-2025-000727
728,839,2024-01-25,Jeudi,493.04,CMD-2024-000728
729,184,2024-10-27,Dimanche,327.62,CMD-2024-000729
730,18,2025-04-02,Mercredi,298.91,CMD-2025-000730
731,652,2024-02-06,Mardi,540.23,CMD-2024-000731
732,366,2026-01-19,Lundi,42.57,CMD-2026-000732
733,757,2025-02-09,Dimanche,231.27,CMD-2025-000733
734,87,2025-07-01,Mardi,94.16,CMD-2025-000734
735,745,2024-05-28,Mardi,573.29,CMD-2024-000735
736,442,2024-10-08,Mardi,317.38,CMD-2024-000736
737,470,2025-12-06,Samedi,559.33,CMD-2025-000737
738,941,2026-04-25,Samedi,814.18,CMD-2026-000738
739,955,2026-01-20,Mardi,740.22,CMD-2026-000739
740,583,2025-04-14,Lundi,46.16,CMD-2025-000740
741,335,2025-01-16,Jeudi,44.07,CMD-2025-000741
742,624,2026-01-11,Dimanche,577.64,CMD-2026-000742
743,904,2024-04-13,Samedi,349.89,CMD-2024-000743
744,743,2024-03-21,Jeudi,310.61,CMD-2024-000744
745,653,2026-02-06,Vendredi,278.76,CMD-2026-000745
746,411,2024-01-23,Mardi,173.69,CMD-2024-000746
747,765,2024-09-20,Vendredi,652.21,CMD-2024-000747
748,761,2026-06-23,Mardi,80.55,CMD-2026-000748
749,935,2025-03-19,Mercredi,868.98,CMD-2025-000749
750,813,2024-07-15,Lundi,518.09,CMD-2024-000750
751,311,2025-09-22,Lundi,467.49,CMD-2025-000751
752,875,2026-03-23,Lundi,226.93,CMD-2026-000752
753,819,2024-02-20,Mardi,343.06,CMD-2024-000753
754,485,2024-08-08,Jeudi,687.03,CMD-2024-000754
755,448,2024-10-08,Mardi,674.7,CMD-2024-000755
756,797,2024-07-09,Mardi,256.39,CMD-2024-000756
757,688,2024-02-16,Vendredi,548.1,CMD-2024-000757
758,932,2024-07-04,Jeudi,613.6,CMD-2024-000758
759,280,2024-01-06,Samedi,372.38,CMD-2024-000759
760,20,2026-03-11,Mercredi,378.74,CMD-2026-000760
761,133,2024-10-08,Mardi,247.67,CMD-2024-000761
762,614,2026-03-20,Vendredi,878.54,CMD-2026-000762
763,326,2024-04-09,Mardi,206.97,CMD-2024-000763
764,19,2025-12-27,Samedi,298.89,CMD-2025-000764
765,66,2025-09-18,Jeudi,266.16,CMD-2025-000765
766,730,2025-09-15,Lundi,746.0,CMD-2025-000766
767,603,2025-03-06,Jeudi,574.94,CMD-2025-000767
768,337,2025-07-08,Mardi,356.24,CMD-2025-000768
769,953,2025-07-25,Vendredi,21.17,CMD-2025-000769
770,349,2024-11-23,Samedi,318.26,CMD-2024-000770
771,456,2024-06-04,Mardi,421.12,CMD-2024-000771
772,761,2025-05-25,Dimanche,197.46,CMD-2025-000772
773,715,2024-06-23,Dimanche,608.95,CMD-2024-000773
774,262,2025-02-16,Dimanche,38.71,CMD-2025-000774
775,873,2025-08-08,Vendredi,871.26,CMD-2025-000775
776,647,2025-05-13,Mardi,509.57,CMD-2025-000776
777,354,2024-03-26,Mardi,194.71,CMD-2024-000777
778,543,2025-01-13,Lundi,280.58,CMD-2025-000778
779,769,2024-11-18,Lundi,411.82,CMD-2024-000779
780,479,2024-01-31,Mercredi,148.74,CMD-2024-000780
781,599,2024-06-19,Mercredi,565.59,CMD-2024-000781
782,579,2025-03-17,Lundi,379.69,CMD-2025-000782
783,784,2024-01-24,Mercredi,678.73,CMD-2024-000783
784,291,2025-07-23,Mercredi,672.2,CMD-2025-000784
785,241,2025-01-19,Dimanche,829.84,CMD-2025-000785
786,135,2025-01-22,Mercredi,550.33,CMD-2025-000786
787,871,2024-05-06,Lundi,96.3,CMD-2024-000787
788,224,2024-08-04,Dimanche,892.99,CMD-2024-000788
789,585,2024-10-23,Mercredi,168.96,CMD-2024-000789
790,163,2026-02-24,Mardi,701.99,CMD-2026-000790
791,753,2025-02-14,Vendredi,499.55,CMD-2025-000791
792,361,2026-02-08,Dimanche,203.79,CMD-2026-000792
793,923,2025-09-05,Vendredi,258.19,CMD-2025-000793
794,789,2025-01-06,Lundi,570.94,CMD-2025-000794
795,681,2026-06-24,Mercredi,621.28,CMD-2026-000795
796,649,2026-02-19,Jeudi,576.22,CMD-2026-000796
797,515,2025-07-02,Mercredi,483.92,CMD-2025-000797
798,231,2026-05-29,Vendredi,369.52,CMD-2026-000798
799,775,2025-04-20,Dimanche,264.78,CMD-2025-000799
800,947,2025-04-05,Samedi,149.69,CMD-2025-000800
801,895,2024-06-30,Dimanche,366.04,CMD-2024-000801
802,4,2025-06-29,Dimanche,748.57,CMD-2025-000802
803,782,2025-04-20,Dimanche,594.0,CMD-2025-000803
804,700,2024-04-10,Mercredi,351.17,CMD-2024-000804
805,669,2025-03-04,Mardi,877.07,CMD-2025-000805
806,421,2024-07-12,Vendredi,576.4,CMD-2024-000806
807,634,2024-08-17,Samedi,133.32,CMD-2024-000807
808,635,2025-05-30,Vendredi,899.02,CMD-2025-000808
809,614,2025-08-07,Jeudi,661.6,CMD-2025-000809
810,969,2024-01-24,Mercredi,299.26,CMD-2024-000810
811,256,2024-06-19,Mercredi,516.67,CMD-2024-000811
812,484,2025-12-01,Lundi,90.95,CMD-2025-000812
813,380,2024-01-24,Mercredi,671.23,CMD-2024-000813
814,905,2026-03-19,Jeudi,592.15,CMD-2026-000814
815,566,2025-06-07,Samedi,778.45,CMD-2025-000815
816,871,2024-06-14,Vendredi,417.4,CMD-2024-000816
817,741,2026-06-14,Dimanche,222.98,CMD-2026-000817
818,484,2025-12-30,Mardi,830.02,CMD-2025-000818
819,331,2024-05-15,Mercredi,270.74,CMD-2024-000819
820,916,2024-02-01,Jeudi,194.23,CMD-2024-000820
821,473,2025-04-15,Mardi,228.08,CMD-2025-000821
822,618,2025-03-30,Dimanche,890.83,CMD-2025-000822
823,816,2024-06-30,Dimanche,875.79,CMD-2024-000823
824,513,2025-10-18,Samedi,108.92,CMD-2025-000824
825,619,2026-05-07,Jeudi,304.81,CMD-2026-000825
826,943,2024-06-12,Mercredi,227.92,CMD-2024-000826
827,740,2024-03-12,Mardi,16.12,CMD-2024-000827
828,34,2025-11-29,Samedi,612.41,CMD-2025-000828
829,888,2025-06-16,Lundi,896.02,CMD-2025-000829
830,883,2025-01-29,Mercredi,72.62,CMD-2025-000830
831,428,2024-09-23,Lundi,796.18,CMD-2024-000831
832,551,2024-05-03,Vendredi,647.05,CMD-2024-000832
833,622,2025-10-24,Vendredi,890.39,CMD-2025-000833
834,732,2024-01-25,Jeudi,400.27,CMD-2024-000834
835,848,2026-01-13,Mardi,63.2,CMD-2026-000835
836,832,2025-02-11,Mardi,747.18,CMD-2025-000836
837,743,2026-02-26,Jeudi,45.51,CMD-2026-000837
838,410,2026-01-03,Samedi,835.37,CMD-2026-000838
839,645,2025-10-27,Lundi,401.63,CMD-2025-000839
840,807,2024-05-07,Mardi,102.21,CMD-2024-000840
841,868,2024-09-25,Mercredi,684.56,CMD-2024-000841
842,594,2026-02-10,Mardi,714.53,CMD-2026-000842
843,740,2024-06-22,Samedi,336.14,CMD-2024-000843
844,673,2024-12-13,Vendredi,136.33,CMD-2024-000844
845,249,2026-03-25,Mercredi,439.5,CMD-2026-000845
846,271,2024-04-09,Mardi,303.71,CMD-2024-000846
847,711,2024-03-16,Samedi,417.83,CMD-2024-000847
848,727,2025-05-18,Dimanche,679.72,CMD-2025-000848
849,776,2024-09-23,Lundi,314.76,CMD-2024-000849
850,706,2025-03-31,Lundi,304.28,CMD-2025-000850
851,462,2025-12-17,Mercredi,239.54,CMD-2025-000851
852,282,2025-08-31,Dimanche,41.8,CMD-2025-000852
853,144,2024-05-31,Vendredi,474.37,CMD-2024-000853
854,27,2024-08-14,Mercredi,793.34,CMD-2024-000854
855,578,2025-01-06,Lundi,645.27,CMD-2025-000855
856,315,2026-01-03,Samedi,150.88,CMD-2026-000856
857,650,2024-11-08,Vendredi,432.99,CMD-2024-000857
858,451,2025-11-20,Jeudi,272.43,CMD-2025-000858
859,762,2026-04-04,Samedi,628.61,CMD-2026-000859
860,151,2025-09-14,Dimanche,270.17,CMD-2025-000860
861,394,2024-09-20,Vendredi,576.71,CMD-2024-000861
862,29,2026-05-21,Jeudi,198.37,CMD-2026-000862
863,311,2024-05-31,Vendredi,529.96,CMD-2024-000863
864,266,2025-01-07,Mardi,651.8,CMD-2025-000864
865,764,2026-06-10,Mercredi,896.53,CMD-2026-000865
866,416,2025-05-03,Samedi,560.42,CMD-2025-000866
867,175,2024-12-18,Mercredi,583.02,CMD-2024-000867
868,602,2026-05-23,Samedi,455.96,CMD-2026-000868
869,536,2025-01-18,Samedi,346.39,CMD-2025-000869
870,949,2025-05-11,Dimanche,587.05,CMD-2025-000870
871,892,2025-06-21,Samedi,439.02,CMD-2025-000871
872,496,2025-01-23,Jeudi,22.66,CMD-2025-000872
873,970,2024-03-07,Jeudi,314.7,CMD-2024-000873
874,317,2024-07-30,Mardi,209.63,CMD-2024-000874
875,285,2025-09-15,Lundi,702.42,CMD-2025-000875
876,809,2024-05-02,Jeudi,588.49,CMD-2024-000876
877,366,2025-05-25,Dimanche,418.79,CMD-2025-000877
878,935,2025-10-15,Mercredi,816.6,CMD-2025-000878
879,861,2026-02-03,Mardi,762.7,CMD-2026-000879
880,802,2026-03-17,Mardi,476.46,CMD-2026-000880
881,234,2026-01-29,Jeudi,190.24,CMD-2026-000881
882,681,2024-02-03,Samedi,364.65,CMD-2024-000882
883,102,2024-12-03,Mardi,461.59,CMD-2024-000883
884,278,2025-07-20,Dimanche,865.86,CMD-2025-000884
885,867,2026-01-29,Jeudi,488.57,CMD-2026-000885
886,82,2026-03-28,Samedi,59.81,CMD-2026-000886
887,581,2025-06-19,Jeudi,230.69,CMD-2025-000887
888,263,2026-03-27,Vendredi,668.09,CMD-2026-000888
889,707,2025-10-28,Mardi,773.19,CMD-2025-000889
890,234,2025-12-07,Dimanche,648.46,CMD-2025-000890
891,182,2024-02-11,Dimanche,881.64,CMD-2024-000891
892,273,2025-07-19,Samedi,256.94,CMD-2025-000892
893,761,2024-07-13,Samedi,662.66,CMD-2024-000893
894,940,2024-03-06,Mercredi,816.46,CMD-2024-000894
895,136,2025-06-19,Jeudi,279.45,CMD-2025-000895
896,213,2024-08-21,Mercredi,227.1,CMD-2024-000896
897,780,2025-08-18,Lundi,434.77,CMD-2025-000897
898,101,2025-07-03,Jeudi,794.65,CMD-2025-000898
899,53,2024-11-22,Vendredi,713.1,CMD-2024-000899
900,75,2024-07-20,Samedi,435.68,CMD-2024-000900
901,453,2024-03-26,Mardi,433.66,CMD-2024-000901
902,103,2025-07-09,Mercredi,534.53,CMD-2025-000902
903,613,2025-05-13,Mardi,276.96,CMD-2025-000903
904,10,2025-08-18,Lundi,392.47,CMD-2025-000904
905,927,2024-04-24,Mercredi,650.77,CMD-2024-000905
906,454,2026-03-07,Samedi,581.93,CMD-2026-000906
907,604,2026-04-05,Dimanche,575.08,CMD-2026-000907
908,774,2025-04-12,Samedi,893.08,CMD-2025-000908
909,258,2026-02-11,Mercredi,372.37,CMD-2026-000909
910,278,2025-05-19,Lundi,571.69,CMD-2025-000910
911,337,2025-06-03,Mardi,440.11,CMD-2025-000911
912,291,2025-10-22,Mercredi,276.67,CMD-2025-000912
913,889,2025-06-28,Samedi,231.62,CMD-2025-000913
914,282,2025-11-25,Mardi,509.52,CMD-2025-000914
