id_offre;competence;intitule_poste;region
OFR-2025117;Python;Chef de Projet Data/IA;Île-de-France
OFR-2025118;Power BI;Data Analyst;Occitanie
OFR-2025118;DAX;Data Analyst;Occitanie
OFR-2025118;Python;Data Analyst;Occitanie
OFR-2025118;Tableau;Data Analyst;Occitanie
OFR-2025118;Excel;Data Analyst;Occitanie
OFR-2025119;Docker;ML Engineer;Normandie
OFR-2025119;Git/CI-CD;ML Engineer;Normandie
OFR-2025119;Cloud (AWS/Azure/GCP);ML Engineer;Normandie
OFR-2025120;SQL;Data Scientist;PACA
OFR-2025120;Power BI;Data Scientist;PACA
OFR-2025120;Python;Data Scientist;PACA
OFR-2025120;Deep Learning;Data Scientist;PACA
OFR-2025120;Machine Learning;Data Scientist;PACA
OFR-2025121;Python;Data Scientist;Île-de-France
OFR-2025121;Scikit-learn;Data Scientist;Île-de-France
OFR-2025121;Pandas;Data Scientist;Île-de-France
OFR-2025121;Machine Learning;Data Scientist;Île-de-France
OFR-2025122;SQL;Data Analyst;Nouvelle-Aquitaine
OFR-2025122;DAX;Data Analyst;Nouvelle-Aquitaine
OFR-2025122;Excel;Data Analyst;Nouvelle-Aquitaine
OFR-2025122;Python;Data Analyst;Nouvelle-Aquitaine
OFR-2025123;Git/CI-CD;ML Engineer;Auvergne-Rhône-Alpes
OFR-2025123;Cloud (AWS/Azure/GCP);ML Engineer;Auvergne-Rhône-Alpes
OFR-2025123;Python;ML Engineer;Auvergne-Rhône-Alpes
OFR-2025123;TensorFlow/PyTorch;ML Engineer;Auvergne-Rhône-Alpes
OFR-2025123;Docker;ML Engineer;Auvergne-Rhône-Alpes
OFR-2025124;SQL;Data Scientist;Normandie
OFR-2025124;Scikit-learn;Data Scientist;Normandie
OFR-2025124;Python;Data Scientist;Normandie
OFR-2025124;Machine Learning;Data Scientist;Normandie
OFR-2025125;Docker;ML Engineer;Île-de-France
OFR-2025125;Git/CI-CD;ML Engineer;Île-de-France
OFR-2025125;Cloud (AWS/Azure/GCP);ML Engineer;Île-de-France
OFR-2025126;Git/CI-CD;ML Engineer;Centre-Val de Loire
OFR-2025126;Cloud (AWS/Azure/GCP);ML Engineer;Centre-Val de Loire
OFR-2025126;Python;ML Engineer;Centre-Val de Loire
OFR-2025127;Deep Learning;Data Scientist;Île-de-France
OFR-2025127;Machine Learning;Data Scientist;Île-de-France
OFR-2025127;SQL;Data Scientist;Île-de-France
OFR-2025127;Power BI;Data Scientist;Île-de-France
OFR-2025127;Python;Data Scientist;Île-de-France
OFR-2025128;Python;AI Engineer;Île-de-France
OFR-2025128;Cloud (AWS/Azure/GCP);AI Engineer;Île-de-France
OFR-2025128;LangChain;AI Engineer;Île-de-France
OFR-2025128;NLP;AI Engineer;Île-de-France
OFR-2025128;Hugging Face;AI Engineer;Île-de-France
OFR-2025129;NLP;AI Engineer;Grand Est
OFR-2025129;RAG;AI Engineer;Grand Est
OFR-2025129;Hugging Face;AI Engineer;Grand Est
OFR-2025129;LangChain;AI Engineer;Grand Est
OFR-2025130;Airflow;Data Engineer;PACA
OFR-2025130;Python;Data Engineer;PACA
OFR-2025130;Spark;Data Engineer;PACA
OFR-2025131;SQL;Data Scientist;Normandie
OFR-2025131;Machine Learning;Data Scientist;Normandie
OFR-2025131;Power BI;Data Scientist;Normandie
OFR-2025131;Python;Data Scientist;Normandie
OFR-2025131;Pandas;Data Scientist;Normandie
OFR-2025132;SQL;Data Analyst;Nouvelle-Aquitaine
OFR-2025132;DAX;Data Analyst;Nouvelle-Aquitaine
OFR-2025132;Tableau;Data Analyst;Nouvelle-Aquitaine
OFR-2025133;Docker;Data Engineer;Nouvelle-Aquitaine
OFR-2025133;Cloud (AWS/Azure/GCP);Data Engineer;Nouvelle-Aquitaine
OFR-2025133;ETL;Data Engineer;Nouvelle-Aquitaine
OFR-2025134;Power Query;Data Analyst;Pays de la Loire
OFR-2025134;DAX;Data Analyst;Pays de la Loire
OFR-2025134;Excel;Data Analyst;Pays de la Loire
OFR-2025134;Tableau;Data Analyst;Pays de la Loire
OFR-2025135;Machine Learning;Data Scientist;Occitanie
OFR-2025135;Python;Data Scientist;Occitanie
OFR-2025135;Deep Learning;Data Scientist;Occitanie
OFR-2025136;Scikit-learn;Data Scientist;Centre-Val de Loire
OFR-2025136;Pandas;Data Scientist;Centre-Val de Loire
OFR-2025136;Power BI;Data Scientist;Centre-Val de Loire
OFR-2025137;Excel;Data Analyst;Normandie
OFR-2025137;Python;Data Analyst;Normandie
OFR-2025137;Tableau;Data Analyst;Normandie
OFR-2025138;Docker;Data Engineer;Occitanie
OFR-2025138;ETL;Data Engineer;Occitanie
OFR-2025138;Spark;Data Engineer;Occitanie
OFR-2025138;SQL;Data Engineer;Occitanie
OFR-2025139;Power Query;Data Analyst;Occitanie
OFR-2025139;Tableau;Data Analyst;Occitanie
OFR-2025139;DAX;Data Analyst;Occitanie
OFR-2025139;SQL;Data Analyst;Occitanie
OFR-2025140;Python;Data Scientist;Centre-Val de Loire
OFR-2025140;Power BI;Data Scientist;Centre-Val de Loire
OFR-2025140;Deep Learning;Data Scientist;Centre-Val de Loire
OFR-2025140;Machine Learning;Data Scientist;Centre-Val de Loire
OFR-2025140;SQL;Data Scientist;Centre-Val de Loire
OFR-2025141;Docker;Data Engineer;Nouvelle-Aquitaine
OFR-2025141;Spark;Data Engineer;Nouvelle-Aquitaine
OFR-2025141;Airflow;Data Engineer;Nouvelle-Aquitaine
OFR-2025141;Cloud (AWS/Azure/GCP);Data Engineer;Nouvelle-Aquitaine
OFR-2025141;ETL;Data Engineer;Nouvelle-Aquitaine
OFR-2025142;TensorFlow/PyTorch;ML Engineer;Île-de-France
OFR-2025142;Docker;ML Engineer;Île-de-France
OFR-2025142;Python;ML Engineer;Île-de-France
OFR-2025142;Git/CI-CD;ML Engineer;Île-de-France
OFR-2025143;Power BI;Chef de Projet Data/IA;Occitanie
OFR-2025143;Gestion de projet;Chef de Projet Data/IA;Occitanie
OFR-2025143;Python;Chef de Projet Data/IA;Occitanie
OFR-2025143;Agile/Scrum;Chef de Projet Data/IA;Occitanie
OFR-2025143;SQL;Chef de Projet Data/IA;Occitanie
OFR-2025144;Scikit-learn;Data Scientist;Île-de-France
OFR-2025144;Pandas;Data Scientist;Île-de-France
OFR-2025144;Power BI;Data Scientist;Île-de-France
OFR-2025144;SQL;Data Scientist;Île-de-France
OFR-2025144;Python;Data Scientist;Île-de-France
OFR-2025145;Airflow;Data Engineer;Hauts-de-France
OFR-2025145;Spark;Data Engineer;Hauts-de-France
OFR-2025145;Python;Data Engineer;Hauts-de-France
OFR-2025145;Cloud (AWS/Azure/GCP);Data Engineer;Hauts-de-France
OFR-2025146;TensorFlow/PyTorch;ML Engineer;Pays de la Loire
OFR-2025146;Git/CI-CD;ML Engineer;Pays de la Loire
OFR-2025146;Cloud (AWS/Azure/GCP);ML Engineer;Pays de la Loire
OFR-2025147;SQL;Data Scientist;PACA
OFR-2025147;Scikit-learn;Data Scientist;PACA
OFR-2025147;Power BI;Data Scientist;PACA
OFR-2025148;DAX;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025148;Power BI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025148;Excel;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025149;Scikit-learn;Data Scientist;Hauts-de-France
OFR-2025149;Deep Learning;Data Scientist;Hauts-de-France
OFR-2025149;Power BI;Data Scientist;Hauts-de-France
OFR-2025150;KPI;Chef de Projet Data/IA;Auvergne-Rhône-Alpes
OFR-2025150;Gestion de projet;Chef de Projet Data/IA;Auvergne-Rhône-Alpes
OFR-2025150;Power BI;Chef de Projet Data/IA;Auvergne-Rhône-Alpes
OFR-2025150;Agile/Scrum;Chef de Projet Data/IA;Auvergne-Rhône-Alpes
OFR-2025150;Python;Chef de Projet Data/IA;Auvergne-Rhône-Alpes
OFR-2025151;SQL;Data Scientist;Pays de la Loire
OFR-2025151;Power BI;Data Scientist;Pays de la Loire
OFR-2025151;Scikit-learn;Data Scientist;Pays de la Loire
OFR-2025152;Cloud (AWS/Azure/GCP);Data Engineer;Normandie
OFR-2025152;ETL;Data Engineer;Normandie
OFR-2025152;Spark;Data Engineer;Normandie
OFR-2025153;SQL;Data Scientist;Île-de-France
OFR-2025153;Python;Data Scientist;Île-de-France
OFR-2025153;Scikit-learn;Data Scientist;Île-de-France
OFR-2025153;Deep Learning;Data Scientist;Île-de-France
OFR-2025153;Pandas;Data Scientist;Île-de-France
OFR-2025154;SQL;Chef de Projet Data/IA;Île-de-France
OFR-2025154;Python;Chef de Projet Data/IA;Île-de-France
OFR-2025154;Gestion de projet;Chef de Projet Data/IA;Île-de-France
OFR-2025154;Power BI;Chef de Projet Data/IA;Île-de-France
OFR-2025155;Power Query;Data Analyst;Île-de-France
OFR-2025155;Excel;Data Analyst;Île-de-France
OFR-2025155;SQL;Data Analyst;Île-de-France
OFR-2025155;DAX;Data Analyst;Île-de-France
OFR-2025155;Power BI;Data Analyst;Île-de-France
OFR-2025156;Docker;Data Engineer;Pays de la Loire
OFR-2025156;Airflow;Data Engineer;Pays de la Loire
OFR-2025156;Python;Data Engineer;Pays de la Loire
OFR-2025156;Cloud (AWS/Azure/GCP);Data Engineer;Pays de la Loire
OFR-2025157;Power Query;Data Analyst;Pays de la Loire
OFR-2025157;Tableau;Data Analyst;Pays de la Loire
OFR-2025157;DAX;Data Analyst;Pays de la Loire
OFR-2025158;Python;Data Analyst;Grand Est
OFR-2025158;SQL;Data Analyst;Grand Est
OFR-2025158;Power Query;Data Analyst;Grand Est
OFR-2025158;Power BI;Data Analyst;Grand Est
OFR-2025158;Excel;Data Analyst;Grand Est
OFR-2025159;Python;Data Engineer;Hauts-de-France
OFR-2025159;Airflow;Data Engineer;Hauts-de-France
OFR-2025159;SQL;Data Engineer;Hauts-de-France
OFR-2025159;Cloud (AWS/Azure/GCP);Data Engineer;Hauts-de-France
OFR-2025159;Docker;Data Engineer;Hauts-de-France
OFR-2025160;KPI;Chef de Projet Data/IA;Normandie
OFR-2025160;Agile/Scrum;Chef de Projet Data/IA;Normandie
OFR-2025160;SQL;Chef de Projet Data/IA;Normandie
OFR-2025161;Power Query;BI Analyst / Développeur Power BI;Bretagne
OFR-2025161;Power BI;BI Analyst / Développeur Power BI;Bretagne
OFR-2025161;DAX;BI Analyst / Développeur Power BI;Bretagne
OFR-2025161;Excel;BI Analyst / Développeur Power BI;Bretagne
OFR-2025161;SQL;BI Analyst / Développeur Power BI;Bretagne
OFR-2025162;Power BI;Data Analyst;Île-de-France
OFR-2025162;Python;Data Analyst;Île-de-France
OFR-2025162;Excel;Data Analyst;Île-de-France
OFR-2025163;Python;AI Engineer;Île-de-France
OFR-2025163;Cloud (AWS/Azure/GCP);AI Engineer;Île-de-France
OFR-2025163;Hugging Face;AI Engineer;Île-de-France
OFR-2025164;MLOps;ML Engineer;Île-de-France
OFR-2025164;TensorFlow/PyTorch;ML Engineer;Île-de-France
OFR-2025164;Docker;ML Engineer;Île-de-France
OFR-2025165;Airflow;Data Engineer;PACA
OFR-2025165;Python;Data Engineer;PACA
OFR-2025165;ETL;Data Engineer;PACA
OFR-2025165;Spark;Data Engineer;PACA
OFR-2025165;Cloud (AWS/Azure/GCP);Data Engineer;PACA
OFR-2025166;Excel;BI Analyst / Développeur Power BI;Nouvelle-Aquitaine
OFR-2025166;SQL;BI Analyst / Développeur Power BI;Nouvelle-Aquitaine
OFR-2025166;Power Query;BI Analyst / Développeur Power BI;Nouvelle-Aquitaine
OFR-2025166;KPI;BI Analyst / Développeur Power BI;Nouvelle-Aquitaine
OFR-2025166;DAX;BI Analyst / Développeur Power BI;Nouvelle-Aquitaine
OFR-2025167;SQL;Data Analyst;Occitanie
OFR-2025167;Tableau;Data Analyst;Occitanie
OFR-2025167;Python;Data Analyst;Occitanie
OFR-2025167;DAX;Data Analyst;Occitanie
OFR-2025168;Power BI;Data Scientist;Île-de-France
OFR-2025168;Machine Learning;Data Scientist;Île-de-France
OFR-2025168;Python;Data Scientist;Île-de-France
OFR-2025168;SQL;Data Scientist;Île-de-France
OFR-2025168;Deep Learning;Data Scientist;Île-de-France
OFR-2025169;Power BI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025169;DAX;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025169;KPI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025169;Power Query;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025170;Git/CI-CD;ML Engineer;Hauts-de-France
OFR-2025170;Docker;ML Engineer;Hauts-de-France
OFR-2025170;TensorFlow/PyTorch;ML Engineer;Hauts-de-France
OFR-2025170;MLOps;ML Engineer;Hauts-de-France
OFR-2025170;Cloud (AWS/Azure/GCP);ML Engineer;Hauts-de-France
OFR-2025171;Power Query;Data Analyst;Centre-Val de Loire
OFR-2025171;Power BI;Data Analyst;Centre-Val de Loire
OFR-2025171;DAX;Data Analyst;Centre-Val de Loire
OFR-2025171;SQL;Data Analyst;Centre-Val de Loire
OFR-2025171;Tableau;Data Analyst;Centre-Val de Loire
OFR-2025172;NLP;AI Engineer;Île-de-France
OFR-2025172;Hugging Face;AI Engineer;Île-de-France
OFR-2025172;LangChain;AI Engineer;Île-de-France
OFR-2025173;MLOps;ML Engineer;Pays de la Loire
OFR-2025173;TensorFlow/PyTorch;ML Engineer;Pays de la Loire
OFR-2025173;Python;ML Engineer;Pays de la Loire
OFR-2025173;Docker;ML Engineer;Pays de la Loire
OFR-2025174;MLOps;ML Engineer;PACA
OFR-2025174;Python;ML Engineer;PACA
OFR-2025174;Git/CI-CD;ML Engineer;PACA
OFR-2025174;Docker;ML Engineer;PACA
OFR-2025174;Cloud (AWS/Azure/GCP);ML Engineer;PACA
OFR-2025175;Python;ML Engineer;Nouvelle-Aquitaine
OFR-2025175;Git/CI-CD;ML Engineer;Nouvelle-Aquitaine
OFR-2025175;Docker;ML Engineer;Nouvelle-Aquitaine
OFR-2025175;Cloud (AWS/Azure/GCP);ML Engineer;Nouvelle-Aquitaine
OFR-2025176;KPI;BI Analyst / Développeur Power BI;Hauts-de-France
OFR-2025176;Power Query;BI Analyst / Développeur Power BI;Hauts-de-France
OFR-2025176;Excel;BI Analyst / Développeur Power BI;Hauts-de-France
OFR-2025176;DAX;BI Analyst / Développeur Power BI;Hauts-de-France
OFR-2025176;SQL;BI Analyst / Développeur Power BI;Hauts-de-France
OFR-2025177;ETL;Data Engineer;Centre-Val de Loire
OFR-2025177;Docker;Data Engineer;Centre-Val de Loire
OFR-2025177;Airflow;Data Engineer;Centre-Val de Loire
OFR-2025177;Cloud (AWS/Azure/GCP);Data Engineer;Centre-Val de Loire
OFR-2025178;Power BI;Data Analyst;Pays de la Loire
OFR-2025178;Power Query;Data Analyst;Pays de la Loire
OFR-2025178;Tableau;Data Analyst;Pays de la Loire
OFR-2025179;Git/CI-CD;ML Engineer;Île-de-France
OFR-2025179;Cloud (AWS/Azure/GCP);ML Engineer;Île-de-France
OFR-2025179;Python;ML Engineer;Île-de-France
OFR-2025180;Docker;Data Engineer;Grand Est
OFR-2025180;Cloud (AWS/Azure/GCP);Data Engineer;Grand Est
OFR-2025180;SQL;Data Engineer;Grand Est
OFR-2025181;SQL;Data Analyst;Île-de-France
OFR-2025181;DAX;Data Analyst;Île-de-France
OFR-2025181;Excel;Data Analyst;Île-de-France
OFR-2025181;Python;Data Analyst;Île-de-France
OFR-2025182;Gestion de projet;Chef de Projet Data/IA;Pays de la Loire
OFR-2025182;KPI;Chef de Projet Data/IA;Pays de la Loire
OFR-2025182;SQL;Chef de Projet Data/IA;Pays de la Loire
OFR-2025182;Python;Chef de Projet Data/IA;Pays de la Loire
OFR-2025182;Power BI;Chef de Projet Data/IA;Pays de la Loire
OFR-2025183;Cloud (AWS/Azure/GCP);AI Engineer;Auvergne-Rhône-Alpes
OFR-2025183;LangChain;AI Engineer;Auvergne-Rhône-Alpes
OFR-2025183;Python;AI Engineer;Auvergne-Rhône-Alpes
OFR-2025183;LLM;AI Engineer;Auvergne-Rhône-Alpes
OFR-2025184;Airflow;Data Engineer;Occitanie
OFR-2025184;Spark;Data Engineer;Occitanie
OFR-2025184;ETL;Data Engineer;Occitanie
OFR-2025184;SQL;Data Engineer;Occitanie
OFR-2025184;Python;Data Engineer;Occitanie
OFR-2025185;DAX;BI Analyst / Développeur Power BI;Bretagne
OFR-2025185;Power Query;BI Analyst / Développeur Power BI;Bretagne
OFR-2025185;KPI;BI Analyst / Développeur Power BI;Bretagne
OFR-2025186;DAX;Data Analyst;Île-de-France
OFR-2025186;Power Query;Data Analyst;Île-de-France
OFR-2025186;Python;Data Analyst;Île-de-France
OFR-2025187;Python;Data Analyst;Île-de-France
OFR-2025187;Excel;Data Analyst;Île-de-France
OFR-2025187;Power Query;Data Analyst;Île-de-France
OFR-2025187;Power BI;Data Analyst;Île-de-France
OFR-2025188;Tableau;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025188;Power BI;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025188;Excel;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025188;Python;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025189;Power BI;Data Analyst;Occitanie
OFR-2025189;Python;Data Analyst;Occitanie
OFR-2025189;Excel;Data Analyst;Occitanie
OFR-2025189;SQL;Data Analyst;Occitanie
OFR-2025189;Power Query;Data Analyst;Occitanie
OFR-2025190;Scikit-learn;Data Scientist;Île-de-France
OFR-2025190;Pandas;Data Scientist;Île-de-France
OFR-2025190;Power BI;Data Scientist;Île-de-France
OFR-2025190;Deep Learning;Data Scientist;Île-de-France
OFR-2025190;SQL;Data Scientist;Île-de-France
OFR-2025191;KPI;BI Analyst / Développeur Power BI;Occitanie
OFR-2025191;Power BI;BI Analyst / Développeur Power BI;Occitanie
OFR-2025191;SQL;BI Analyst / Développeur Power BI;Occitanie
OFR-2025191;DAX;BI Analyst / Développeur Power BI;Occitanie
OFR-2025191;Power Query;BI Analyst / Développeur Power BI;Occitanie
OFR-2025192;Power BI;Data Scientist;PACA
OFR-2025192;Deep Learning;Data Scientist;PACA
OFR-2025192;Pandas;Data Scientist;PACA
OFR-2025192;Machine Learning;Data Scientist;PACA
OFR-2025193;Excel;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025193;Power Query;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025193;Python;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025193;Power BI;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025194;SQL;Data Analyst;Hauts-de-France
OFR-2025194;Power Query;Data Analyst;Hauts-de-France
OFR-2025194;Excel;Data Analyst;Hauts-de-France
OFR-2025194;DAX;Data Analyst;Hauts-de-France
OFR-2025194;Tableau;Data Analyst;Hauts-de-France
OFR-2025195;Power BI;Data Analyst;Île-de-France
OFR-2025195;DAX;Data Analyst;Île-de-France
OFR-2025195;Python;Data Analyst;Île-de-France
OFR-2025196;Airflow;Data Engineer;Pays de la Loire
OFR-2025196;SQL;Data Engineer;Pays de la Loire
OFR-2025196;Docker;Data Engineer;Pays de la Loire
OFR-2025197;Airflow;Data Engineer;Île-de-France
OFR-2025197;ETL;Data Engineer;Île-de-France
OFR-2025197;Docker;Data Engineer;Île-de-France
OFR-2025197;SQL;Data Engineer;Île-de-France
OFR-2025198;Excel;Data Analyst;Hauts-de-France
OFR-2025198;SQL;Data Analyst;Hauts-de-France
OFR-2025198;Power BI;Data Analyst;Hauts-de-France
OFR-2025199;Deep Learning;Data Scientist;Nouvelle-Aquitaine
OFR-2025199;Machine Learning;Data Scientist;Nouvelle-Aquitaine
OFR-2025199;Pandas;Data Scientist;Nouvelle-Aquitaine
OFR-2025199;Power BI;Data Scientist;Nouvelle-Aquitaine
OFR-2025199;Scikit-learn;Data Scientist;Nouvelle-Aquitaine
OFR-2025200;KPI;BI Analyst / Développeur Power BI;Nouvelle-Aquitaine
OFR-2025200;Excel;BI Analyst / Développeur Power BI;Nouvelle-Aquitaine
OFR-2025200;SQL;BI Analyst / Développeur Power BI;Nouvelle-Aquitaine
OFR-2025200;DAX;BI Analyst / Développeur Power BI;Nouvelle-Aquitaine
OFR-2025201;Power BI;BI Analyst / Développeur Power BI;Pays de la Loire
OFR-2025201;Power Query;BI Analyst / Développeur Power BI;Pays de la Loire
OFR-2025201;DAX;BI Analyst / Développeur Power BI;Pays de la Loire
OFR-2025201;KPI;BI Analyst / Développeur Power BI;Pays de la Loire
OFR-2025202;Cloud (AWS/Azure/GCP);AI Engineer;PACA
OFR-2025202;LangChain;AI Engineer;PACA
OFR-2025202;Hugging Face;AI Engineer;PACA
OFR-2025202;Python;AI Engineer;PACA
OFR-2025202;RAG;AI Engineer;PACA
OFR-2025203;Python;Data Analyst;Grand Est
OFR-2025203;SQL;Data Analyst;Grand Est
OFR-2025203;Power BI;Data Analyst;Grand Est
OFR-2025204;SQL;Data Scientist;Hauts-de-France
OFR-2025204;Pandas;Data Scientist;Hauts-de-France
OFR-2025204;Power BI;Data Scientist;Hauts-de-France
OFR-2025204;Machine Learning;Data Scientist;Hauts-de-France
OFR-2025204;Scikit-learn;Data Scientist;Hauts-de-France
OFR-2025205;Spark;Data Engineer;Normandie
OFR-2025205;Cloud (AWS/Azure/GCP);Data Engineer;Normandie
OFR-2025205;Python;Data Engineer;Normandie
OFR-2025206;DAX;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025206;Python;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025206;Power Query;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025206;Tableau;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025207;Docker;Data Engineer;Île-de-France
OFR-2025207;Cloud (AWS/Azure/GCP);Data Engineer;Île-de-France
OFR-2025207;SQL;Data Engineer;Île-de-France
OFR-2025208;Cloud (AWS/Azure/GCP);ML Engineer;Auvergne-Rhône-Alpes
OFR-2025208;Docker;ML Engineer;Auvergne-Rhône-Alpes
OFR-2025208;TensorFlow/PyTorch;ML Engineer;Auvergne-Rhône-Alpes
OFR-2025209;Docker;Data Engineer;Occitanie
OFR-2025209;ETL;Data Engineer;Occitanie
OFR-2025209;SQL;Data Engineer;Occitanie
OFR-2025209;Airflow;Data Engineer;Occitanie
OFR-2025209;Cloud (AWS/Azure/GCP);Data Engineer;Occitanie
OFR-2025210;SQL;Data Analyst;Hauts-de-France
OFR-2025210;DAX;Data Analyst;Hauts-de-France
OFR-2025210;Excel;Data Analyst;Hauts-de-France
OFR-2025210;Tableau;Data Analyst;Hauts-de-France
OFR-2025211;SQL;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025211;Power BI;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025211;Python;Data Analyst;Auvergne-Rhône-Alpes
OFR-2025212;Cloud (AWS/Azure/GCP);Data Engineer;Pays de la Loire
OFR-2025212;Python;Data Engineer;Pays de la Loire
OFR-2025212;ETL;Data Engineer;Pays de la Loire
OFR-2025212;SQL;Data Engineer;Pays de la Loire
OFR-2025213;Excel;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025213;DAX;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025213;Power BI;BI Analyst / Développeur Power BI;Île-de-France
OFR-2025214;Cloud (AWS/Azure/GCP);ML Engineer;Pays de la Loire
OFR-2025214;MLOps;ML Engineer;Pays de la Loire
OFR-2025214;Python;ML Engineer;Pays de la Loire
OFR-2025214;Git/CI-CD;ML Engineer;Pays de la Loire
OFR-2025214;Docker;ML Engineer;Pays de la Loire
OFR-2025215;Pandas;Data Scientist;Centre-Val de Loire
OFR-2025215;Power BI;Data Scientist;Centre-Val de Loire
OFR-2025215;Deep Learning;Data Scientist;Centre-Val de Loire
OFR-2025216;Agile/Scrum;Chef de Projet Data/IA;Île-de-France
OFR-2025216;SQL;Chef de Projet Data/IA;Île-de-France
OFR-2025216;Gestion de projet;Chef de Projet Data/IA;Île-de-France
OFR-2025216;KPI;Chef de Projet Data/IA;Île-de-France
OFR-2025216;Power BI;Chef de Projet Data/IA;Île-de-France
OFR-2025217;TensorFlow/PyTorch;ML Engineer;Île-de-France
OFR-2025217;MLOps;ML Engineer;Île-de-France
OFR-2025217;Cloud (AWS/Azure/GCP);ML Engineer;Île-de-France
OFR-2025217;Python;ML Engineer;Île-de-France
OFR-2025218;Power BI;Data Scientist;Île-de-France
OFR-2025218;Scikit-learn;Data Scientist;Île-de-France
OFR-2025218;Deep Learning;Data Scientist;Île-de-France
OFR-2025218;Pandas;Data Scientist;Île-de-France
OFR-2025218;Python;Data Scientist;Île-de-France
OFR-2025219;Python;Data Analyst;Île-de-France
OFR-2025219;Tableau;Data Analyst;Île-de-France
OFR-2025219;SQL;Data Analyst;Île-de-France
OFR-2025219;Excel;Data Analyst;Île-de-France
OFR-2025220;Deep Learning;Data Scientist;Normandie
OFR-2025220;Machine Learning;Data Scientist;Normandie
OFR-2025220;Python;Data Scientist;Normandie
OFR-2025221;Cloud (AWS/Azure/GCP);Data Engineer;Grand Est
OFR-2025221;SQL;Data Engineer;Grand Est
OFR-2025221;Docker;Data Engineer;Grand Est
OFR-2025221;Spark;Data Engineer;Grand Est
OFR-2025222;Power Query;Data Analyst;Hauts-de-France
OFR-2025222;Tableau;Data Analyst;Hauts-de-France
OFR-2025222;Power BI;Data Analyst;Hauts-de-France
OFR-2025222;Excel;Data Analyst;Hauts-de-France
OFR-2025223;Cloud (AWS/Azure/GCP);ML Engineer;Île-de-France
OFR-2025223;Docker;ML Engineer;Île-de-France
OFR-2025223;Git/CI-CD;ML Engineer;Île-de-France
OFR-2025224;Spark;Data Engineer;Normandie
OFR-2025224;Docker;Data Engineer;Normandie
OFR-2025224;SQL;Data Engineer;Normandie
OFR-2025224;Cloud (AWS/Azure/GCP);Data Engineer;Normandie
OFR-2025224;Airflow;Data Engineer;Normandie
OFR-2025225;Power BI;Data Scientist;Occitanie
OFR-2025225;SQL;Data Scientist;Occitanie
OFR-2025225;Deep Learning;Data Scientist;Occitanie
OFR-2025225;Python;Data Scientist;Occitanie
OFR-2025226;Power Query;Data Analyst;Occitanie
OFR-2025226;Power BI;Data Analyst;Occitanie
OFR-2025226;Tableau;Data Analyst;Occitanie
OFR-2025226;DAX;Data Analyst;Occitanie
OFR-2025227;Scikit-learn;Data Scientist;Auvergne-Rhône-Alpes
OFR-2025227;Deep Learning;Data Scientist;Auvergne-Rhône-Alpes
OFR-2025227;SQL;Data Scientist;Auvergne-Rhône-Alpes
OFR-2025227;Python;Data Scientist;Auvergne-Rhône-Alpes
OFR-2025227;Power BI;Data Scientist;Auvergne-Rhône-Alpes
OFR-2025228;ETL;Data Engineer;Île-de-France
OFR-2025228;Cloud (AWS/Azure/GCP);Data Engineer;Île-de-France
OFR-2025228;Spark;Data Engineer;Île-de-France
OFR-2025228;Docker;Data Engineer;Île-de-France
OFR-2025228;Airflow;Data Engineer;Île-de-France
OFR-2025229;Excel;Data Analyst;Grand Est
OFR-2025229;Power Query;Data Analyst;Grand Est
OFR-2025229;Python;Data Analyst;Grand Est
OFR-2025229;DAX;Data Analyst;Grand Est
OFR-2025230;Python;Data Analyst;Île-de-France
OFR-2025230;SQL;Data Analyst;Île-de-France
OFR-2025230;Tableau;Data Analyst;Île-de-France
OFR-2025230;Excel;Data Analyst;Île-de-France
OFR-2025231;Deep Learning;Data Scientist;Île-de-France
OFR-2025231;Pandas;Data Scientist;Île-de-France
OFR-2025231;Python;Data Scientist;Île-de-France
OFR-2025231;Machine Learning;Data Scientist;Île-de-France
OFR-2025231;Scikit-learn;Data Scientist;Île-de-France
OFR-2025232;Power BI;Data Scientist;Île-de-France
OFR-2025232;Scikit-learn;Data Scientist;Île-de-France
OFR-2025232;Pandas;Data Scientist;Île-de-France
