id,commande_id,produit_id,quantite_achetee
1663,578,25,4
1664,578,42,3
1665,578,114,3
1666,578,168,2
1667,579,106,1
1668,580,60,3
1669,580,140,1
1670,580,92,2
1671,581,21,1
1672,581,137,1
1673,581,42,3
1674,582,161,1
1675,582,87,4
1676,582,94,2
1677,582,17,2
1678,583,14,4
1679,583,167,1
1680,583,170,2
1681,583,138,2
1682,583,63,3
1683,584,183,3
1684,585,184,4
1685,585,31,2
1686,585,46,3
1687,585,157,4
1688,586,88,1
1689,586,66,1
1690,587,165,2
1691,587,67,1
1692,588,18,1
1693,588,178,1
1694,588,101,1
1695,588,78,1
1696,588,20,3
1697,589,37,1
1698,590,166,4
1699,590,131,2
1700,590,177,1
1701,590,71,3
1702,591,102,2
1703,591,105,4
1704,591,179,1
1705,592,88,4
1706,592,83,2
1707,592,53,1
1708,592,8,2
1709,593,172,1
1710,593,86,2
1711,593,72,1
1712,594,41,3
1713,595,47,4
1714,595,12,1
1715,595,37,1
1716,596,66,2
1717,596,167,1
1718,596,23,1
1719,596,146,3
1720,597,69,2
1721,598,94,2
1722,598,139,2
1723,598,185,3
1724,599,95,1
1725,599,94,2
1726,599,43,2
1727,600,195,1
1728,600,98,2
1729,600,196,2
1730,601,196,3
1731,601,99,2
1732,602,68,4
1733,602,2,3
1734,602,13,2
1735,602,26,3
1736,603,121,4
1737,604,30,4
1738,604,29,1
1739,604,118,4
1740,604,143,1
1741,605,123,4
1742,605,45,1
1743,605,60,1
1744,605,110,2
1745,606,69,3
1746,607,121,1
1747,607,62,1
1748,607,87,2
1749,607,143,4
1750,608,145,4
1751,608,157,1
1752,609,111,1
1753,610,134,3
1754,610,44,2
1755,611,22,4
1756,612,120,2
1757,612,118,1
1758,612,188,4
1759,613,26,3
1760,613,53,1
1761,613,72,1
1762,614,124,1
1763,614,66,1
1764,614,47,4
1765,614,131,1
1766,615,166,2
1767,615,60,3
1768,615,198,2
1769,615,128,4
1770,615,171,3
1771,616,95,2
1772,617,5,4
1773,617,154,1
1774,618,56,2
1775,618,10,2
1776,618,74,3
1777,618,113,3
1778,619,52,2
1779,619,17,1
1780,619,103,3
1781,619,7,4
1782,619,174,2
1783,620,123,3
1784,621,191,2
1785,621,126,2
1786,621,173,4
1787,621,55,2
1788,621,160,3
1789,622,70,1
1790,622,58,4
1791,622,194,2
1792,622,83,3
1793,623,172,3
1794,623,182,2
1795,623,6,2
1796,623,146,1
1797,624,156,4
1798,624,67,4
1799,625,141,2
1800,625,183,1
1801,625,99,3
1802,625,36,4
1803,625,67,2
1804,626,134,3
1805,626,35,1
1806,627,60,2
1807,627,109,1
1808,628,116,2
1809,628,105,2
1810,628,65,3
1811,628,146,4
1812,628,170,1
1813,629,112,1
1814,630,75,1
1815,631,193,4
1816,631,45,1
1817,631,36,4
1818,632,170,1
1819,632,168,4
1820,632,181,2
1821,633,169,3
1822,633,136,2
1823,633,151,4
1824,633,175,1
1825,634,65,3
1826,634,147,2
1827,634,98,4
1828,634,47,3
1829,634,178,3
1830,635,180,1
1831,636,175,1
1832,636,121,4
1833,636,55,4
1834,636,173,3
1835,636,84,2
1836,637,84,2
1837,637,60,4
1838,637,111,4
1839,637,23,2
1840,638,95,3
1841,638,189,4
1842,639,197,2
1843,639,94,3
1844,639,33,1
1845,639,57,1
1846,640,35,1
1847,640,104,4
1848,640,158,4
1849,640,108,3
1850,640,166,3
1851,641,181,3
1852,641,195,2
1853,641,112,4
1854,642,174,2
1855,643,95,3
1856,643,30,2
1857,643,162,2
1858,643,197,2
1859,644,197,3
1860,644,78,2
1861,644,167,1
1862,645,117,2
1863,645,171,1
1864,645,197,4
1865,645,151,3
1866,645,12,1
1867,646,2,2
1868,647,179,2
1869,648,45,2
1870,649,68,2
1871,649,183,1
1872,650,30,1
1873,651,51,2
1874,652,86,3
1875,652,19,3
1876,652,134,4
1877,652,90,4
1878,653,86,3
1879,653,15,2
1880,653,22,3
1881,654,17,1
1882,655,34,3
1883,655,187,4
1884,655,85,2
1885,656,155,1
1886,656,144,2
1887,657,99,2
1888,657,76,3
1889,657,184,1
1890,657,5,4
1891,658,17,2
1892,659,182,4
1893,659,116,2
1894,660,24,2
1895,660,170,1
1896,660,121,2
1897,660,145,2
1898,660,112,1
1899,661,62,4
1900,661,193,3
1901,661,67,1
1902,661,129,1
1903,662,186,2
1904,662,7,3
1905,663,164,4
1906,663,184,2
1907,664,53,3
1908,664,80,2
1909,665,16,4
1910,665,58,3
1911,666,102,3
1912,666,81,1
1913,666,134,3
1914,667,76,1
1915,668,132,2
1916,668,61,2
1917,668,39,4
1918,669,51,3
1919,670,130,3
1920,671,136,1
1921,671,80,1
1922,671,199,4
1923,671,20,4
1924,672,18,2
1925,672,65,4
1926,672,172,3
1927,672,132,4
1928,673,198,4
1929,673,181,3
1930,673,96,1
1931,673,137,1
1932,674,23,1
1933,674,164,2
1934,674,72,1
1935,674,35,4
1936,675,9,3
1937,675,77,4
1938,675,169,1
1939,675,18,2
1940,675,193,4
1941,676,184,1
1942,677,74,2
1943,678,28,4
1944,678,180,2
1945,678,19,2
1946,678,81,2
1947,678,42,4
1948,679,182,2
1949,679,87,4
1950,679,93,1
1951,679,32,1
1952,680,190,4
1953,680,185,2
1954,680,99,2
1955,681,74,2
1956,681,195,2
1957,681,120,2
1958,681,101,4
1959,681,184,1
1960,682,87,4
1961,682,64,2
1962,682,8,3
1963,682,66,3
1964,682,132,2
1965,683,175,4
1966,683,49,1
1967,683,169,1
1968,684,148,1
1969,684,89,3
1970,685,11,3
1971,685,10,3
1972,685,84,3
1973,685,59,3
1974,685,82,3
1975,686,97,1
1976,686,73,4
1977,686,29,2
1978,686,59,1
1979,687,194,3
1980,687,39,3
1981,688,168,2
1982,688,84,2
1983,688,98,3
1984,688,112,1
1985,688,79,3
1986,689,82,2
1987,689,199,1
1988,690,117,2
1989,690,87,3
1990,690,121,3
1991,690,119,2
1992,690,192,1
1993,691,31,3
1994,692,7,2
1995,693,19,4
1996,693,158,1
1997,693,18,2
1998,694,164,4
1999,694,103,3
2000,694,80,4
2001,694,123,3
2002,695,188,3
2003,695,80,1
2004,695,190,1
2005,696,115,2
2006,696,107,2
2007,696,4,2
2008,696,171,3
2009,697,93,1
2010,697,169,4
2011,697,179,4
2012,697,32,1
2013,697,168,2
2014,698,24,3
2015,698,48,1
2016,698,135,2
2017,698,75,1
2018,699,94,4
2019,699,189,2
2020,700,164,2
2021,700,182,3
2022,700,20,3
2023,700,107,3
2024,701,188,1
2025,701,48,2
2026,701,126,4
2027,701,140,2
2028,701,193,2
2029,702,167,1
2030,703,93,1
2031,703,14,2
2032,703,15,4
2033,703,54,2
2034,703,130,2
2035,704,40,4
2036,704,162,1
2037,705,35,3
2038,705,155,2
2039,705,177,4
2040,705,67,2
2041,706,161,1
2042,706,120,3
2043,706,14,2
2044,706,24,2
2045,706,199,3
2046,707,133,2
2047,707,45,2
2048,708,150,1
2049,708,185,4
2050,709,182,1
2051,709,56,4
2052,709,70,1
2053,709,109,4
2054,709,131,1
2055,710,144,4
2056,711,82,2
2057,711,118,2
2058,712,87,2
2059,712,105,2
2060,712,197,2
2061,712,185,4
2062,712,63,3
2063,713,112,2
2064,713,78,4
2065,713,80,1
2066,713,42,2
2067,713,163,2
2068,714,81,4
2069,714,32,4
2070,714,130,4
2071,714,76,4
2072,714,48,4
2073,715,121,4
2074,715,133,2
2075,715,51,2
2076,716,19,4
2077,716,91,1
2078,717,26,3
2079,717,91,3
2080,717,188,4
2081,717,109,2
2082,718,147,4
2083,718,141,3
2084,718,2,4
2085,718,11,4
2086,719,77,1
2087,719,41,2
2088,719,142,3
2089,719,168,4
2090,719,170,3
2091,720,147,4
2092,720,174,2
2093,720,57,3
2094,720,88,1
2095,720,41,2
2096,721,158,3
2097,722,113,1
2098,722,127,3
2099,722,71,3
2100,722,94,4
2101,723,86,3
2102,724,157,1
2103,724,156,3
2104,724,145,4
2105,724,67,1
2106,725,161,3
2107,725,138,3
2108,725,4,3
2109,726,42,1
2110,726,177,2
2111,726,97,2
2112,726,6,1
2113,727,38,2
2114,727,80,2
2115,728,112,3
2116,729,188,1
2117,730,142,2
2118,730,23,4
2119,731,11,4
2120,731,192,4
2121,732,24,2
2122,732,162,2
2123,732,182,3
2124,732,193,1
2125,733,15,2
2126,734,10,1
2127,735,182,2
2128,735,178,1
2129,735,162,4
2130,736,28,2
2131,736,47,3
2132,737,93,4
2133,737,31,3
2134,738,105,4
2135,738,65,1
2136,738,115,2
2137,738,60,2
2138,739,39,1
2139,739,90,4
2140,740,160,1
2141,740,175,4
2142,740,9,4
2143,740,113,1
2144,740,141,3
2145,741,131,2
2146,741,38,4
2147,741,13,2
2148,741,144,4
2149,742,177,1
2150,742,166,1
2151,743,107,2
2152,743,181,4
2153,743,172,4
2154,744,123,2
2155,744,149,3
2156,744,158,4
2157,745,69,1
2158,745,55,3
2159,746,165,3
2160,746,194,3
2161,746,144,2
2162,747,140,1
2163,747,126,2
2164,747,71,4
2165,747,22,1
2166,747,194,4
2167,748,151,1
2168,748,130,1
2169,748,110,2
2170,749,97,3
2171,750,156,4
2172,751,186,4
2173,751,66,3
2174,751,21,1
2175,751,187,1
2176,752,185,3
2177,752,77,3
2178,752,55,3
2179,752,17,2
2180,753,129,3
2181,753,135,4
2182,753,110,3
2183,753,197,4
2184,753,147,4
2185,754,12,2
2186,755,14,2
2187,755,155,3
2188,755,139,4
2189,756,67,1
2190,756,130,4
2191,757,7,2
2192,757,23,4
2193,757,21,4
2194,757,9,1
2195,758,88,2
2196,758,156,1
2197,758,48,2
2198,759,67,4
2199,759,87,2
2200,759,43,3
2201,759,42,3
2202,759,58,1
2203,760,42,3
2204,760,157,1
2205,761,137,1
2206,761,160,4
2207,761,114,4
2208,761,55,3
2209,762,191,4
2210,763,168,4
2211,763,119,2
2212,764,42,1
2213,764,134,3
2214,764,176,4
2215,765,36,4
2216,765,121,4
2217,766,145,4
2218,766,95,3
2219,766,26,2
2220,767,25,1
2221,767,95,2
2222,767,98,4
2223,768,73,2
2224,768,85,3
2225,768,99,1
2226,768,148,3
2227,768,141,2
2228,769,32,3
2229,769,73,3
2230,769,117,4
2231,769,162,2
2232,770,171,2
2233,770,172,3
2234,770,45,3
2235,770,93,2
2236,770,49,1
2237,771,3,2
2238,771,54,1
2239,771,142,2
2240,771,19,1
2241,772,26,1
2242,772,50,3
2243,772,174,1
2244,773,23,1
2245,773,72,4
2246,773,81,3
2247,773,146,2
2248,774,147,2
2249,775,58,2
2250,775,27,1
2251,776,150,3
2252,776,190,4
2253,776,132,4
2254,777,18,4
2255,778,192,3
2256,779,38,1
2257,779,110,1
2258,779,94,4
2259,779,170,4
2260,779,6,2
2261,780,186,2
2262,780,94,3
2263,780,142,3
2264,781,140,2
2265,781,37,2
2266,781,42,2
2267,782,151,1
2268,783,80,1
2269,783,129,4
2270,784,119,1
2271,784,140,2
2272,784,193,4
2273,784,4,2
2274,785,194,2
2275,785,2,3
2276,786,199,4
2277,786,24,4
2278,787,86,2
2279,787,122,1
2280,787,196,4
2281,787,11,2
2282,788,155,2
2283,789,18,1
2284,789,67,3
2285,790,87,1
2286,791,194,4
2287,791,79,2
2288,791,19,2
2289,791,132,2
2290,792,111,4
2291,792,84,2
2292,792,28,1
2293,793,32,2
2294,793,189,1
2295,793,166,3
2296,793,191,1
2297,794,13,2
2298,794,27,4
2299,794,134,2
2300,795,172,4
2301,795,54,3
2302,796,24,2
2303,796,62,4
2304,796,120,1
2305,796,1,2
2306,797,23,3
2307,797,138,3
2308,797,176,2
2309,797,74,3
2310,798,57,4
2311,798,10,4
2312,798,103,1
2313,799,22,1
2314,799,19,2
2315,800,161,4
2316,800,26,3
2317,800,98,2
2318,801,172,4
2319,802,115,2
2320,802,75,2
2321,802,17,1
2322,802,151,4
2323,802,122,4
2324,803,169,1
2325,803,176,2
2326,804,185,3
2327,804,12,2
2328,804,184,1
2329,804,20,2
2330,804,29,3
2331,805,44,4
2332,805,179,3
2333,805,94,2
2334,806,113,1
2335,806,46,4
2336,806,1,2
2337,806,34,2
2338,807,184,1
2339,807,30,2
2340,807,98,1
2341,808,11,1
2342,808,91,3
2343,809,82,2
2344,809,192,3
2345,809,144,2
2346,809,151,4
2347,809,114,3
2348,810,96,2
2349,810,91,3
2350,811,33,2
2351,811,129,1
2352,811,6,3
2353,811,108,3
2354,811,111,1
2355,812,200,2
2356,812,96,4
2357,812,133,3
2358,812,122,3
2359,813,182,3
2360,813,9,2
2361,813,66,4
2362,813,124,3
2363,814,117,3
2364,814,93,2
2365,814,23,2
2366,815,168,3
2367,815,189,1
2368,815,174,3
2369,815,66,1
2370,816,93,4
2371,816,105,3
2372,816,9,2
2373,817,87,2
2374,817,121,4
2375,817,28,1
2376,818,51,1
2377,818,70,2
2378,818,125,3
2379,819,113,3
2380,819,74,2
2381,819,108,2
2382,819,40,2
2383,820,72,2
2384,820,16,3
2385,820,173,1
2386,821,14,4
2387,821,110,2
2388,822,198,1
2389,822,96,1
2390,823,113,3
2391,823,131,1
2392,823,102,4
2393,824,48,3
2394,824,98,1
2395,824,3,3
2396,824,189,3
2397,825,174,2
2398,825,9,2
2399,826,149,2
2400,827,26,2
2401,827,52,2
2402,827,182,4
2403,828,198,3
2404,828,148,1
2405,828,83,4
2406,828,32,1
2407,828,10,2
2408,829,113,4
2409,829,80,3
2410,830,59,1
2411,831,103,4
2412,831,62,2
2413,831,168,3
2414,832,62,3
2415,832,97,3
2416,832,163,4
2417,832,10,4
2418,832,134,4
2419,833,14,4
2420,834,59,4
2421,834,154,4
2422,834,160,2
2423,834,45,1
2424,835,195,4
2425,835,193,1
2426,835,192,3
2427,836,55,1
2428,836,178,1
2429,836,1,2
2430,836,18,3
2431,837,111,4
2432,838,117,3
2433,838,75,2
2434,838,180,1
2435,838,90,4
2436,838,133,1
2437,839,75,2
2438,839,139,4
2439,839,54,3
2440,840,155,3
2441,840,158,3
2442,840,144,1
2443,841,184,3
2444,841,95,2
2445,841,30,3
2446,841,94,1
2447,841,169,3
2448,842,107,3
2449,842,6,2
2450,843,1,4
2451,843,42,3
2452,843,170,4
2453,843,51,3
2454,844,45,4
2455,844,181,2
2456,845,188,4
2457,845,15,2
2458,845,8,3
2459,846,173,4
2460,846,11,2
2461,846,128,2
2462,846,140,1
2463,847,178,3
2464,847,48,2
2465,848,198,3
2466,848,44,2
2467,848,169,4
2468,848,131,1
2469,848,81,2
2470,849,80,2
2471,849,78,2
2472,849,174,4
2473,850,146,3
2474,850,33,4
2475,850,193,4
2476,851,43,1
2477,851,16,2
2478,851,168,3
2479,851,28,1
2480,851,21,2
2481,852,6,1
2482,852,5,4
2483,852,159,2
2484,852,59,2
2485,852,113,2
2486,853,163,1
2487,853,87,2
2488,853,155,3
2489,854,17,1
2490,854,19,1
2491,854,6,2
2492,855,172,1
2493,855,72,2
2494,855,77,4
2495,856,72,3
2496,856,142,2
2497,856,2,3
2498,856,16,1
2499,856,188,4
2500,857,154,4
2501,857,37,4
2502,857,98,4
2503,857,180,2
2504,857,139,2
2505,858,70,2
2506,858,191,2
2507,858,131,3
2508,859,12,4
2509,859,58,3
2510,859,25,4
2511,859,56,3
2512,860,125,3
2513,860,7,4
2514,860,160,2
2515,860,193,2
2516,860,197,3
2517,861,188,2
2518,861,169,4
2519,861,104,2
2520,861,41,4
2521,862,54,3
2522,862,51,1
2523,862,168,3
2524,862,185,3
2525,862,64,3
2526,863,124,3
2527,864,152,4
2528,864,149,1
2529,864,56,3
2530,864,81,3
2531,865,142,2
2532,865,154,2
2533,866,173,4
2534,866,25,4
2535,866,174,4
2536,867,49,2
2537,867,26,2
2538,867,40,3
2539,867,106,2
2540,868,100,2
2541,868,72,2
2542,868,39,2
2543,868,26,4
2544,869,138,4
2545,869,50,1
2546,869,113,1
2547,869,166,2
2548,869,129,4
2549,870,197,1
2550,871,112,2
2551,871,56,2
2552,871,200,3
2553,871,79,3
2554,871,162,1
2555,872,17,3
2556,872,165,2
2557,872,41,3
2558,872,177,1
2559,873,147,1
2560,874,64,1
2561,874,53,3
2562,875,23,2
2563,875,68,3
2564,875,126,1
2565,876,119,2
2566,876,58,4
2567,876,96,1
2568,877,3,3
2569,877,30,1
2570,878,179,2
2571,878,126,2
2572,878,200,3
2573,878,6,1
2574,879,194,4
2575,879,100,2
2576,879,106,3
2577,880,19,4
2578,880,159,4
2579,880,132,4
2580,880,192,3
2581,881,105,1
2582,881,55,2
2583,882,148,1
2584,882,63,1
2585,882,143,3
2586,882,131,4
2587,883,4,3
2588,884,162,2
2589,884,41,3
2590,884,50,4
2591,884,121,2
2592,885,165,1
2593,885,101,3
2594,886,98,4
2595,887,134,3
2596,887,153,1
2597,887,60,2
2598,888,172,1
2599,889,12,2
2600,889,76,1
2601,889,79,1
2602,890,77,1
2603,891,181,4
2604,891,46,4
2605,891,158,1
2606,892,134,4
2607,893,125,1
2608,893,114,4
2609,893,99,2
2610,894,52,4
2611,894,83,4
2612,894,123,3
2613,894,166,1
2614,895,11,2
2615,895,167,4
2616,895,115,4
2617,895,68,3
2618,895,52,3
2619,896,155,2
2620,896,133,4
2621,897,70,1
2622,897,61,1
2623,898,21,3
2624,898,9,4
2625,898,158,1
2626,898,114,1
2627,899,104,3
2628,900,184,4
2629,900,5,1
2630,900,97,1
2631,900,94,1
2632,900,33,2
2633,901,57,2
2634,901,164,1
2635,901,21,2
2636,901,24,3
2637,901,142,4
2638,902,65,1
2639,902,151,1
2640,902,62,4
2641,902,81,3
2642,903,15,2
2643,903,29,3
2644,903,26,4
2645,903,110,3
2646,903,17,2
2647,904,112,3
2648,904,6,3
2649,904,73,3
2650,904,117,1
2651,904,150,1
2652,905,127,3
2653,905,88,3
2654,905,59,3
2655,905,95,3
2656,905,30,2
2657,906,132,2
2658,906,71,4
2659,906,153,4
2660,906,154,3
2661,907,53,1
2662,907,35,1
2663,907,141,3
2664,907,166,2
2665,907,33,3
2666,908,177,4
2667,908,158,4
2668,908,50,2
2669,909,77,1
2670,910,122,4
2671,910,165,1
2672,911,101,4
2673,911,176,2
2674,912,171,3
2675,912,179,4
2676,912,144,4
2677,913,102,3
2678,913,49,4
2679,913,100,1
2680,913,37,1
2681,913,132,2
2682,914,184,2
2683,915,69,3
2684,915,118,3
2685,915,122,3
2686,916,140,2
2687,916,172,2
2688,917,40,2
2689,918,87,2
2690,918,27,2
2691,918,135,3
2692,918,40,3
2693,919,22,4
2694,919,69,1
2695,919,53,4
2696,920,98,1
2697,920,120,4
2698,921,1,3
2699,921,25,2
2700,921,59,1
2701,921,104,1
2702,922,182,1
2703,922,108,2
2704,922,149,4
2705,922,171,3
2706,923,15,1
2707,923,96,1
2708,924,6,4
2709,924,161,2
2710,924,183,4
2711,924,151,2
2712,924,179,4
2713,925,89,2
2714,925,103,1
2715,925,42,3
2716,926,112,3
2717,926,50,1
2718,926,75,3
2719,926,146,1
2720,926,175,1
2721,927,66,3
2722,927,181,3
2723,927,191,4
2724,928,115,3
2725,928,116,1
2726,928,119,2
2727,928,120,1
2728,928,195,2
2729,929,54,2
2730,929,35,4
2731,930,49,4
2732,930,86,4
2733,930,187,1
2734,931,15,4
2735,931,45,1
2736,932,116,1
2737,933,124,4
2738,934,23,1
2739,934,106,4
2740,934,60,2
2741,934,36,3
2742,934,200,3
2743,935,107,1
2744,935,102,3
2745,935,15,1
2746,935,166,4
2747,936,57,1
2748,936,86,1
2749,937,15,4
2750,938,179,4
2751,938,127,3
2752,938,96,1
2753,938,26,4
2754,939,105,4
2755,939,159,4
2756,939,17,1
2757,940,26,4
2758,940,104,4
2759,940,169,1
2760,940,27,1
2761,941,121,4
2762,941,197,3
2763,941,195,1
2764,941,78,4
2765,941,12,2
2766,942,148,1
2767,942,120,3
2768,942,97,1
2769,943,79,4
2770,943,140,1
2771,943,61,4
2772,944,142,2
2773,944,163,4
2774,944,187,3
2775,944,149,1
2776,945,171,3
2777,945,4,1
2778,945,38,2
2779,946,166,2
2780,947,61,2
2781,947,188,3
2782,947,98,2
2783,948,64,4
2784,949,99,3
2785,949,89,3
2786,949,40,1
2787,949,115,3
2788,949,45,4
2789,950,32,2
2790,951,102,1
2791,952,85,4
2792,952,19,2
2793,952,40,3
2794,953,180,2
2795,953,11,4
2796,953,149,1
2797,953,32,2
2798,953,118,2
2799,954,59,3
2800,954,1,1
2801,954,14,2
2802,955,163,2
2803,955,134,3
2804,955,84,4
2805,955,34,2
2806,956,115,2
2807,956,71,2
2808,956,65,3
2809,956,155,2
2810,956,139,2
2811,957,173,1
2812,958,200,1
2813,958,79,3
2814,959,26,4
2815,959,190,2
2816,959,73,4
2817,960,24,3
2818,961,47,1
2819,961,42,1
2820,961,54,4
2821,961,19,1
2822,962,64,1
2823,962,117,4
2824,963,30,2
2825,963,8,2
2826,963,102,4
2827,963,88,3
2828,964,137,4
2829,964,93,1
2830,964,180,3
2831,964,33,4
2832,965,75,2
2833,965,190,4
2834,965,31,3
2835,966,73,3
2836,966,49,4
2837,966,164,1
2838,966,124,1
2839,967,17,3
2840,967,146,4
2841,967,114,3
2842,967,110,4
2843,968,60,2
2844,969,111,3
2845,969,49,4
2846,969,2,1
2847,969,124,1
2848,969,98,4
2849,970,79,2
2850,970,106,3
2851,971,115,4
2852,971,120,2
2853,971,74,2
2854,972,164,4
2855,972,129,1
2856,972,5,3
2857,973,128,1
2858,973,96,4
2859,973,55,4
2860,973,110,2
2861,973,193,1
2862,974,164,2
2863,975,97,3
2864,975,52,4
2865,975,107,4
2866,976,100,1
2867,976,28,3
2868,976,58,1
2869,977,192,3
2870,977,115,4
2871,977,195,2
2872,977,106,2
2873,977,170,4
2874,978,65,4
2875,978,99,4
2876,978,81,1
2877,979,145,1
2878,979,131,2
2879,979,53,1
2880,979,170,3
2881,980,21,4
2882,980,56,3
2883,980,61,4
2884,981,105,1
2885,981,137,2
2886,981,20,2
2887,981,11,1
2888,981,188,4
2889,982,136,3
2890,982,192,3
2891,983,37,3
2892,984,58,4
2893,984,32,3
2894,984,12,1
2895,984,21,4
2896,985,96,3
2897,985,115,2
2898,985,60,4
2899,986,41,4
2900,986,196,3
2901,987,153,4
2902,987,183,1
2903,988,78,3
2904,988,93,2
2905,989,143,3
2906,990,60,1
2907,990,159,4
2908,990,82,4
2909,990,4,3
2910,991,128,2
2911,991,60,3
2912,991,147,2
2913,992,144,3
2914,992,195,4
2915,992,123,1
2916,993,148,1
2917,994,140,3
2918,994,178,4
2919,994,100,2
2920,994,162,4
2921,994,198,2
2922,995,10,3
2923,995,121,4
2924,995,198,1
2925,995,56,3
2926,996,171,2
2927,996,177,4
2928,996,196,2
2929,997,137,2
2930,997,126,2
2931,997,154,3
2932,998,88,3
2933,998,6,2
2934,998,25,2
2935,998,76,2
2936,999,188,2
2937,999,74,1
2938,999,30,3
2939,999,96,3
2940,1000,106,3
2941,1000,70,3
2942,1000,165,1
2943,1000,117,2
2944,1000,73,3
2945,1001,83,2
2946,1001,200,4
2947,1002,88,3
2948,1002,7,3
2949,1002,187,1
2950,1003,70,3
2951,1003,36,3
2952,1003,55,1
2953,1003,94,2
2954,1003,30,4
2955,1004,23,4
2956,1004,149,3
2957,1004,115,3
2958,1005,133,4
2959,1005,199,3
2960,1005,186,2
2961,1005,11,4
2962,1005,88,4
2963,1006,35,1
2964,1006,63,2
2965,1006,67,2
2966,1007,9,2
2967,1007,51,2
2968,1008,175,1
2969,1008,127,2
2970,1008,90,2
2971,1008,128,4
2972,1008,96,4
2973,1009,12,3
2974,1009,183,1
2975,1010,71,3
2976,1011,125,2
2977,1012,136,2
2978,1012,45,4
2979,1012,162,2
2980,1012,25,3
2981,1012,133,2
2982,1013,196,3
2983,1013,86,4
2984,1013,121,2
2985,1013,21,3
2986,1013,123,1
2987,1014,126,1
2988,1014,52,4
2989,1014,51,2
2990,1014,140,1
2991,1015,39,3
2992,1015,27,3
2993,1015,49,1
2994,1016,27,3
2995,1016,193,4
2996,1016,139,4
2997,1016,12,4
2998,1017,88,1
2999,1017,78,2
3000,1017,140,4
3001,1018,21,3
3002,1018,53,4
3003,1019,187,1
3004,1019,17,1
3005,1020,33,3
3006,1020,5,3
3007,1020,135,1
3008,1020,125,4
3009,1020,113,3
3010,1021,11,2
3011,1021,70,2
3012,1021,35,2
3013,1021,119,1
3014,1021,54,3
3015,1022,125,3
3016,1022,106,1
3017,1023,108,1
3018,1023,179,4
3019,1023,15,1
3020,1023,130,4
3021,1024,127,4
3022,1024,198,2
3023,1025,200,4
3024,1025,132,2
3025,1026,108,1
3026,1026,72,4
3027,1026,69,3
3028,1026,22,1
3029,1026,62,2
3030,1027,56,2
3031,1027,36,3
3032,1027,5,2
3033,1027,24,1
3034,1027,85,1
3035,1028,47,4
3036,1028,9,2
3037,1028,24,4
3038,1028,123,3
3039,1029,37,4
3040,1029,143,4
3041,1030,11,2
3042,1030,89,3
3043,1031,188,2
3044,1032,28,3
3045,1032,31,2
3046,1032,186,1
3047,1032,192,3
3048,1033,2,1
3049,1033,127,2
3050,1033,148,3
3051,1033,194,4
3052,1033,108,4
3053,1034,111,2
3054,1035,133,3
3055,1035,93,3
3056,1035,101,3
3057,1035,38,1
3058,1035,110,4
3059,1036,83,1
3060,1037,127,1
3061,1037,115,3
3062,1037,45,1
3063,1037,152,2
3064,1038,4,4
3065,1038,39,3
3066,1038,14,1
3067,1038,182,2
3068,1038,74,2
3069,1039,66,4
3070,1039,179,1
3071,1039,121,2
3072,1039,114,2
3073,1040,30,4
3074,1040,90,2
3075,1040,152,1
3076,1041,188,4
3077,1041,56,4
3078,1041,18,2
3079,1041,186,1
3080,1042,3,1
3081,1042,108,2
3082,1042,105,4
3083,1042,64,3
3084,1042,129,2
3085,1043,84,3
3086,1043,24,1
3087,1043,113,3
3088,1043,157,1
3089,1043,47,1
3090,1044,106,3
3091,1044,160,1
3092,1044,45,4
3093,1045,83,2
3094,1046,79,2
3095,1046,138,3
3096,1047,150,4
3097,1047,176,2
3098,1047,71,3
3099,1048,180,2
3100,1048,113,2
3101,1048,55,4
3102,1049,55,3
3103,1049,186,2
3104,1050,195,4
3105,1050,79,2
3106,1050,104,3
3107,1050,122,1
3108,1051,166,3
3109,1051,65,2
3110,1051,46,4
3111,1051,135,3
3112,1052,33,4
3113,1052,93,2
3114,1053,46,3
3115,1053,165,3
3116,1054,173,4
3117,1055,18,1
3118,1055,67,2
3119,1056,76,4
3120,1057,154,3
3121,1057,64,3
3122,1057,75,1
3123,1058,168,1
3124,1058,169,2
3125,1058,30,3
3126,1058,147,1
3127,1058,12,4
3128,1059,62,3
3129,1059,126,4
3130,1060,79,3
3131,1061,102,3
3132,1062,77,3
3133,1062,182,3
3134,1062,26,3
3135,1062,192,3
3136,1062,51,1
3137,1063,200,1
3138,1063,12,4
3139,1064,148,4
3140,1064,48,3
3141,1064,168,3
3142,1065,161,3
3143,1065,43,2
3144,1066,29,3
3145,1066,142,4
3146,1066,45,2
3147,1066,8,4
3148,1066,62,4
3149,1067,11,1
3150,1067,96,1
3151,1068,37,1
3152,1068,7,2
3153,1068,155,2
3154,1069,76,2
3155,1069,177,4
3156,1069,28,2
3157,1070,169,4
3158,1070,76,2
3159,1070,82,4
3160,1070,45,4
3161,1070,35,2
3162,1071,78,2
3163,1071,99,3
3164,1072,62,3
3165,1072,104,4
3166,1072,95,1
3167,1072,23,1
3168,1072,136,3
3169,1073,25,1
3170,1073,39,1
3171,1073,85,1
3172,1073,83,2
3173,1073,105,4
3174,1074,82,3
3175,1074,15,1
3176,1074,38,3
3177,1075,88,4
3178,1075,167,4
3179,1075,40,1
3180,1076,78,1
3181,1076,83,3
3182,1076,182,1
3183,1077,183,4
3184,1077,178,3
3185,1077,136,3
3186,1078,71,1
3187,1078,36,2
